filename,label,span_start,span_end,span_text,code
es-S0210-56912007000200007-3,SINTOMA,947,966,acidosis metabólica,59455009
es-S0211-69952013000200025-1,SINTOMA,723,742,acidosis metabólica,59455009
es-S0210-48062007000400012-1,SINTOMA,3826,3845,acidosis metabólica,59455009
es-S0210-48062009001000019-1,SINTOMA,1925,1947,adecuada función renal,81141003
es-S0211-57352015000100011-2,SINTOMA,2065,2071,afasia,87486003
es-S0210-56912009000700006-2,SINTOMA,382,388,afasia,87486003
es-S0212-71992006001000007-1,SINTOMA,2517,2530,afasia global,23011003
es-S0210-56912006000600007-1,SINTOMA,2092,2099,afebril,87273009
es-S0212-71992006001000007-1,SINTOMA,224,231,afebril,87273009
es-S0212-71992006001000007-1,SINTOMA,1198,1205,afebril,87273009
es-S0210-48062007000400012-1,SINTOMA,2129,2136,afebril,87273009
es-S0004-06142008000100011-1,SINTOMA,2041,2063,afectación neurológica,118940003
es-S0365-66912007000900014-1,SINTOMA,1870,1886,afectación renal,90708001
es-S1130-01082009000400009-1,SINTOMA,1279,1288,agitación,24199005
es-S1130-01082007000100014-1,SINTOMA,569,576,agitada,24199005
es-S0211-69952017000200225-1,SINTOMA,747,758,albuminuria,274769005
es-S0212-71992007000700008-1,SINTOMA,633,641,alopecia,56317004
es-S0211-57352007000200017-1,SINTOMA,3364,3377,alucinaciones,7011001
es-S0211-69952013000200025-1,SINTOMA,798,810,anisocitosis,57241006
es-S0212-71992007001000007-1,SINTOMA,83,91,anorexia,79890006
es-S1130-01082008000500017-2,SINTOMA,199,207,anorexia,79890006
es-S0211-69952013000500035-1,SINTOMA,124,132,anorexia,79890006
es-S0210-56912008000200007-2,SINTOMA,198,204,anuria,2472002
es-S1130-01082009000400009-1,SINTOMA,2809,2815,anuria,2472002
es-S0210-56912007000200007-3,SINTOMA,568,574,anuria,2472002
es-S0211-69952013000200025-1,SINTOMA,687,694,anúrica,2472002
es-S0210-56912007000200007-3,SINTOMA,68,78,artralgias,57676002
es-S0210-56912008000200007-2,SINTOMA,206,227,ascenso de creatinina,166717003
es-S0378-48352005000900005-1,SINTOMA,791,798,ascitis,389026000
es-S0211-69952014000200018-1,SINTOMA,607,614,ascitis,389026000
es-S0210-48062009000600016-1,SINTOMA,943,958,ascitis quilosa,52985009
es-S0365-66912005001000011-1,SINTOMA,1815,1827,asintomática,84387000
es-S0365-66912007000700009-1,SINTOMA,1575,1587,asintomática,84387000
es-S0378-48352006000300006-1,SINTOMA,1201,1213,asintomática,84387000
es-S0378-48352006000300006-1,SINTOMA,1964,1976,asintomática,84387000
es-S1130-01082008001100009-1,SINTOMA,1001,1013,asintomática,84387000
es-S1130-01082009000600018-1,SINTOMA,1805,1817,asintomática,84387000
es-S0365-66912005001000011-1,SINTOMA,1572,1584,asintomática,84387000
es-S1130-01082005001000011-1,SINTOMA,262,274,Asintomática,84387000
es-S0004-06142009000100014-1,SINTOMA,1314,1326,asintomático,84387000
es-S0004-06142009000900012-1,SINTOMA,3849,3861,asintomático,84387000
es-S0210-48062004000500010-1,SINTOMA,1762,1774,asintomático,84387000
es-S0210-48062004000500011-1,SINTOMA,1972,1984,asintomático,84387000
es-S0210-48062005000700015-1,SINTOMA,903,915,asintomático,84387000
es-S0210-48062005000700015-1,SINTOMA,1860,1872,asintomático,84387000
es-S0210-48062006000300016-1,SINTOMA,4819,4831,asintomático,84387000
es-S0210-48062009000900017-1,SINTOMA,2323,2335,asintomático,84387000
es-S0210-48062009001000016-2,SINTOMA,608,620,asintomático,84387000
es-S0210-48062009001000019-1,SINTOMA,2011,2023,asintomático,84387000
es-S0211-57352015000100011-2,SINTOMA,1792,1804,asintomático,84387000
es-S0212-71992006000200005-1,SINTOMA,2635,2647,asintomático,84387000
es-S0365-66912007000900014-1,SINTOMA,1947,1959,asintomático,84387000
es-S0378-48352006000600006-1,SINTOMA,4553,4565,asintomático,84387000
es-S0378-48352006000600006-1,SINTOMA,4884,4896,asintomático,84387000
es-S1130-01082008000400013-1,SINTOMA,1964,1976,asintomático,84387000
es-S1130-01082008000800010-1,SINTOMA,1395,1407,asintomático,84387000
es-S1130-01082008000800019-1,SINTOMA,1431,1443,asintomático,84387000
es-S1130-01082008000900014-1,SINTOMA,2477,2489,asintomático,84387000
es-S1130-01082008000900016-1,SINTOMA,43,55,asintomático,84387000
es-S0004-06142008000600011-1,SINTOMA,3418,3430,asintomático,84387000
es-S1130-01082007000300006-7,SINTOMA,199,211,Asintomático,84387000
es-S0210-48062006000100016-1,SINTOMA,280,296,aspecto quístico,16217341000119101
es-S0210-48062009000900019-1,SINTOMA,364,371,astenia,13791008
es-S0210-56912007000700008-1,SINTOMA,193,200,astenia,13791008
es-S0211-69952011000500011-3,SINTOMA,339,346,astenia,13791008
es-S0211-69952013000500035-1,SINTOMA,115,122,astenia,13791008
es-S0376-78922007000400008-1,SINTOMA,287,294,astenia,13791008
es-S1130-01082008000500017-2,SINTOMA,189,196,astenia,13791008
es-S0210-48062007000500015-1,SINTOMA,1279,1286,astenia,13791008
es-S0211-57352015000100011-2,SINTOMA,1940,1946,ataxia,20262006
es-S0212-71992006001000007-1,SINTOMA,658,697,aumento de los reactantes de fase aguda,442756004
es-S0212-71992006000900007-1,SINTOMA,1712,1756,aumento del tamaño de la cabeza del páncreas,3855007
es-S0210-48062007000700015-1,SINTOMA,625,653,auscultación pulmonar normal,48348007
es-S0210-48062007000500015-1,SINTOMA,881,908,bioquímica sin alteraciones,166315009
es-S0211-57352015000100011-2,SINTOMA,4109,4121,bradipsiquia,285243004
es-S0211-57352015000100011-2,SINTOMA,1926,1938,bradipsiquia,285243004
es-S0210-48062006000300016-1,SINTOMA,519,538,buen estado general,135815002
es-S0212-16112013000300055-1,SINTOMA,2328,2347,buen estado general,135815002
es-S0212-71992006000900007-1,SINTOMA,251,270,buen estado general,135815002
es-S0213-12852005000200004-1,SINTOMA,51,70,buen estado general,135815002
es-S0378-48352006000600006-1,SINTOMA,3145,3164,buen estado general,135815002
es-S0210-48062004000900010-1,SINTOMA,307,326,buen estado general,135815002
es-S0212-16112007000700016-1,SINTOMA,3300,3323,buen estado nutricional,248324001
es-S0378-48352005000900005-1,SINTOMA,1147,1168,captaciones múltiples,129680003
es-S0212-71992007000200007-1,SINTOMA,64,71,cefalea,25064002
es-S0212-71992007000200007-1,SINTOMA,1352,1359,cefalea,25064002
es-S0365-66912007000300010-1,SINTOMA,488,495,cefalea,25064002
es-S0365-66912009000300010-1,SINTOMA,111,118,cefalea,25064002
es-S0378-48352006000300006-1,SINTOMA,54,61,cefalea,25064002
es-S0212-71992007000100006-1,SINTOMA,314,321,cefalea,25064002
es-S0365-66912009000300010-1,SINTOMA,1290,1305,cefalea intensa,25064002
es-S0378-48352005000900005-1,SINTOMA,975,1001,células en anillo de sello,86918008
es-S0210-56912006000100005-1,SINTOMA,1029,1037,cianosis,3415004
es-S0212-71992007000100006-1,SINTOMA,2112,2130,citología negativa,309309002
es-S0211-57352015000100011-2,SINTOMA,3277,3295,clínica infecciosa,63459005
es-S1130-01082009000400011-1,SINTOMA,203,220,clínica miccional,249274008
es-S0365-66912012000200003-1,SINTOMA,1915,1934,clínica neurológica,308921004
es-S0210-48062006000300016-1,SINTOMA,459,467,coágulos,75753009
es-S0210-48062006000300014-1,SINTOMA,340,348,coágulos,75753009
es-S0211-57352013000300012-1,SINTOMA,5874,5886,colaboradora,427867005
es-S0004-06142008000100011-1,SINTOMA,3605,3614,colección,NO_CODE
es-S1130-01082007000100014-1,SINTOMA,835,844,colección,NO_CODE
es-S0210-48062006000300014-1,SINTOMA,4276,4287,colecciones,NO_CODE
es-S0212-71992004001200007-1,SINTOMA,373,380,confusa,40917007
es-S0211-57352007000200017-1,SINTOMA,1593,1603,consciente,271591004
es-S0211-57352007000200017-1,SINTOMA,3125,3135,consciente,271591004
es-S0004-06142007000900017-1,SINTOMA,982,992,consciente,271591004
es-S0212-71992004001200007-1,SINTOMA,673,692,córnea transparente,246924004
es-S0210-56912006000100005-1,SINTOMA,1039,1062,crepitantes bilaterales,61343002
es-S0365-66912007000700012-1,SINTOMA,605,628,cristalino transparente,840672002
es-S0211-57352007000200017-1,SINTOMA,4063,4081,cuadro confusional,286933003
es-S0210-48062007000400012-1,SINTOMA,1722,1740,cuadro confusional,286933003
es-S0378-48352006000400005-1,SINTOMA,6084,6105,cuadro constitucional,13791008+79890006+89362005
es-S1130-01082008000800010-1,SINTOMA,1446,1462,cuadro diarreico,62315008
es-S0210-48062006000300016-1,SINTOMA,4434,4447,cuadro febril,64882008
es-S0365-66912012000200003-1,SINTOMA,1259,1277,cuadro neurológico,118940003
es-S0212-71992006001000007-1,SINTOMA,2233,2248,cuadro sincopal,271594007
es-S0210-48062005000700015-1,SINTOMA,1180,1196,cultivo negativo,708118007
es-S0210-48062005000600012-1,SINTOMA,307,316,debilidad,248279007
es-S0376-78922015000100011-1,SINTOMA,4485,4497,defecto óseo,298350001
es-S0376-78922015000100011-1,SINTOMA,924,936,defecto óseo,298350001
es-S0376-78922015000100011-1,SINTOMA,4468,4480,defecto óseo,298350001
es-S0211-57352013000300012-1,SINTOMA,376,395,déficit de atención,142261000119100
es-S0212-71992007000700008-1,SINTOMA,402,423,deposiciones líquidas,398212009
es-S0210-56912007000200007-3,SINTOMA,365,377,desaturación,238159008
es-S0210-56912006000100005-1,SINTOMA,2069,2081,desaturación,238159008
es-S0210-56912008000200007-2,SINTOMA,2436,2458,descenso de creatinina,166715006
es-S0211-57352015000100011-2,SINTOMA,4166,4180,desorientación,62476001
es-S1130-01082009000400009-1,SINTOMA,1263,1277,desorientación,62476001
es-S0210-48062007000400012-1,SINTOMA,989,1003,desorientación,62476001
es-S0212-71992006001000007-1,SINTOMA,2383,2400,deterioro clínico,275723000
es-S0211-57352015000100011-2,SINTOMA,2339,2358,deterioro cognitivo,386806002
es-S1130-01082007001100012-1,SINTOMA,75,94,deterioro cognitivo,386806002
es-S0210-48062007000400012-1,SINTOMA,1842,1861,deterioro cognitivo,386806002
es-S0211-69952014000200016-1,SINTOMA,327,356,deterioro de la función renal,314983004
es-S0211-69952013000500019-1,SINTOMA,3866,3895,deterioro de la función renal,314983004
es-S0365-66912007000900009-1,SINTOMA,1469,1499,deterioro de su estado general,285384003
es-S0211-69952011000500011-1,SINTOMA,509,526,deterioro general,285384003
es-S0004-06142008000100011-1,SINTOMA,1817,1834,deterioro general,285384003
es-S0210-56912006000600007-1,SINTOMA,1890,1912,deterioro hemodinámico,422773005
es-S0378-48352006000400005-1,SINTOMA,7349,7369,deterioro progresivo,40226000
es-S1130-01082007000300014-1,SINTOMA,1224,1246,deterioro respiratorio,80954004
es-S0211-69952013000500035-1,SINTOMA,688,695,diarrea,62315008
es-S0211-69952013000500035-1,SINTOMA,1194,1201,diarrea,62315008
es-S0212-16112007000700016-1,SINTOMA,990,997,diarrea,62315008
es-S0212-71992005000200008-1,SINTOMA,1668,1675,diarrea,62315008
es-S0376-78922007000400008-1,SINTOMA,370,377,diarrea,62315008
es-S1130-01082008001100009-1,SINTOMA,62,69,diarrea,62315008
es-S1130-01082009000400009-1,SINTOMA,184,191,diarrea,62315008
es-S0211-69952011000500011-2,SINTOMA,440,447,diarrea,62315008
es-S0211-57352015000100011-2,SINTOMA,429,452,dificultad en la marcha,9589009
es-S0212-71992005001000009-1,SINTOMA,346,369,dificultad respiratoria,49233005
es-S0365-66912007000900009-1,SINTOMA,1430,1453,dificultad respiratoria,49233005
es-S0004-06142009000900012-1,SINTOMA,692,715,dificultad respiratoria,49233005
es-S1130-01082009000200011-1,SINTOMA,1279,1318,dilatación de asas de intestino delgado,86247009
es-S0365-66912009000300010-1,SINTOMA,2118,2126,diplopía,24982008
es-S0365-66912009000300010-1,SINTOMA,2148,2156,diplopía,24982008
es-S0004-06142007000900017-1,SINTOMA,904,912,diplopía,24982008
es-S0212-71992007000100006-1,SINTOMA,759,768,disartria,8011004
es-S0210-56912009000700006-2,SINTOMA,370,379,disartria,8011004
es-S0211-69952017000200225-1,SINTOMA,475,483,disfagia,399122003
es-S1130-05582004000500005-1,SINTOMA,101,120,disfagia progresiva,399122003
es-S0365-66912007000900014-1,SINTOMA,143,172,disminución de agudeza visual,170728008
es-S0211-69952011000500011-1,SINTOMA,538,573,disminución del nivel de conciencia,443371007
es-S1130-01082009000400009-1,SINTOMA,2751,2787,disminución del nivel de consciencia,443371007
es-S0210-56912007000700008-1,SINTOMA,1350,1356,disnea,49233005
es-S0210-56912009000900008-1,SINTOMA,361,367,disnea,49233005
es-S0212-71992005001000009-1,SINTOMA,1726,1732,disnea,49233005
es-S1130-01082009000200011-1,SINTOMA,319,325,disnea,49233005
es-S0210-48062009000600016-1,SINTOMA,833,839,disnea,49233005
es-S0210-56912007000700008-1,SINTOMA,329,358,disnea de moderados esfuerzos,161939006
es-S1130-01082009000400009-1,SINTOMA,2789,2806,disnea progresiva,49233005
es-S0210-56912006000100005-1,SINTOMA,1010,1027,disnea progresiva,49233005
es-S0212-16112007000700016-1,SINTOMA,2585,2605,distensión abdominal,60728008
es-S0212-71992005001200008-1,SINTOMA,209,229,distensión abdominal,60728008
es-S0376-78922007000400008-1,SINTOMA,213,233,distensión abdominal,60728008
es-S1130-01082008000800019-1,SINTOMA,210,230,distensión abdominal,60728008
es-S0211-69952014000200018-1,SINTOMA,128,148,distensión abdominal,60728008
es-S0210-56912006000600007-1,SINTOMA,3924,3943,diuresis conservada,300474003
es-S0210-48062006000100012-1,SINTOMA,934,939,dolor,22253000
es-S0210-48062007000500015-1,SINTOMA,792,797,dolor,22253000
es-S0210-48062009000200017-1,SINTOMA,246,251,dolor,22253000
es-S0212-71992005001200008-1,SINTOMA,1968,1973,dolor,22253000
es-S0365-66912012000700003-1,SINTOMA,1950,1955,dolor,22253000
es-S0376-78922007000400008-1,SINTOMA,1689,1694,dolor,22253000
es-S0376-78922008000400007-1,SINTOMA,3243,3248,dolor,22253000
es-S0465-546X2010000200006-1,SINTOMA,551,556,dolor,22253000
es-S0004-06142008000100011-1,SINTOMA,2033,2038,dolor,22253000
es-S0210-48062009000900019-1,SINTOMA,347,362,dolor abdominal,21522001
es-S0211-69952017000200225-1,SINTOMA,485,500,dolor abdominal,21522001
es-S0212-16112005000400011-1,SINTOMA,1922,1937,dolor abdominal,21522001
es-S0212-16112005000400011-1,SINTOMA,1468,1483,dolor abdominal,21522001
es-S1130-01082005001000011-1,SINTOMA,312,327,dolor abdominal,21522001
es-S1130-01082008000500017-2,SINTOMA,142,157,dolor abdominal,21522001
es-S1130-01082009000200011-1,SINTOMA,1085,1100,dolor abdominal,21522001
es-S0210-48062007000500015-1,SINTOMA,661,676,dolor abdominal,21522001
es-S1130-01082008000800019-1,SINTOMA,788,810,dolor abdominal difuso,102614006
es-S1130-01082008000800019-1,SINTOMA,185,207,dolor abdominal difuso,102614006
es-S0376-78922015000100011-1,SINTOMA,43,58,dolor de cabeza,25064002
es-S0378-48352005000900005-1,SINTOMA,1095,1107,dolor dorsal,279038004
es-S0378-48352005000900005-1,SINTOMA,455,474,dolor en epigastrio,79922009
es-S0212-71992005001200008-1,SINTOMA,189,206,dolor epigástrico,79922009
es-S0210-48062007001000013-1,SINTOMA,107,124,dolor epigástrico,79922009
es-S0212-71992004001200007-1,SINTOMA,234,246,dolor lumbar,40709005
es-S0210-56912008000100008-1,SINTOMA,507,523,dolor precordial,71884009
es-S0210-56912011000500009-3,SINTOMA,100,114,dolor torácico,29857009
es-S0210-56912008000100008-1,SINTOMA,70,84,dolor torácico,29857009
es-S0004-06142009000100014-1,SINTOMA,1657,1670,dolores óseos,12584003
es-S0211-69952011000500011-1,SINTOMA,429,442,dolores óseos,12584003
es-S0004-06142009000100014-1,SINTOMA,1147,1160,dolores óseos,12584003
es-S1130-05582004000500005-1,SINTOMA,545,568,dolorosa a la palpación,247348008
es-S0004-06142009000900012-1,SINTOMA,794,817,dolorosa a la palpación,247348008
es-S0212-71992006000900007-1,SINTOMA,137,146,dolorosas,22253000
es-S0212-71992007000700008-1,SINTOMA,1235,1259,dolorosas a la palpación,247348008
es-S0210-48062007001000013-1,SINTOMA,533,541,doloroso,22253000
es-S0210-48062003001000009-1,SINTOMA,1357,1365,doloroso,22253000
es-S0210-48062006000300016-1,SINTOMA,605,628,doloroso a la palpación,247348008
es-S0210-56912008000100008-1,SINTOMA,1135,1147,E-ST cóncava,704998000
es-S0210-48062004000500010-1,SINTOMA,1051,1075,ecogenicidad heterogénea,NO_CODE
es-S0365-66912005001000011-1,SINTOMA,325,330,edema,267038008
es-S0212-71992007001000007-1,SINTOMA,426,431,edema,267038008
es-S0365-66912012000700003-1,SINTOMA,1051,1066,edema palpebral,193967004
es-S0211-69952013000500019-1,SINTOMA,239,245,edemas,267038008
es-S0212-16112009000600017-1,SINTOMA,3075,3081,edemas,267038008
es-S0212-16112013000300055-1,SINTOMA,2289,2295,edemas,267038008
es-S0210-56912006000100005-1,SINTOMA,2884,2890,edemas,267038008
es-S0212-16112009000600017-1,SINTOMA,1901,1936,edemas con fóvea hasta las rodillas,5008001
es-S1130-01082009000400011-1,SINTOMA,921,932,efecto masa,112638000
es-S1130-01082009000400011-1,SINTOMA,578,619,elevación de los reactantes de fase aguda,NO_CODE
es-S1130-01082009000400009-1,SINTOMA,951,988,elevación de reactantes de fase aguda,NO_CODE
es-S0210-48062006000100016-1,SINTOMA,26,51,embarazo y parto normales,72892002+48782003
es-S0378-48352006000400005-1,SINTOMA,6143,6149,emesis,422400008
es-S0210-48062010000100019-4,SINTOMA,502,535,empeoramiento de la función renal,314983004
es-S0210-48062003000900013-1,SINTOMA,870,904,empeoramiento de su estado general,275723000
es-S0378-48352006000400005-1,SINTOMA,6495,6527,empeoramiento del estado general,275723000
es-S0365-66912007000900009-1,SINTOMA,1551,1578,ensanchamiento mediastínico,363646005
es-S0212-71992005001200008-1,SINTOMA,963,976,epigastralgia,79922009
es-S0212-71992006000900007-1,SINTOMA,1399,1412,epigastralgia,79922009
es-S0212-71992006000900007-1,SINTOMA,1430,1443,epigastralgia,79922009
es-S0212-71992005001200008-1,SINTOMA,61,74,epigastralgia,79922009
es-S0210-48062007000700015-1,SINTOMA,1668,1686,episodios febriles,64882008
es-S0376-78922007000400008-1,SINTOMA,622,631,equímosis,302227002
es-S0376-78922007000400008-1,SINTOMA,601,608,eritema,444827008
es-S0376-78922008000400007-1,SINTOMA,1006,1013,eritema,444827008
es-S0212-16112005000400011-1,SINTOMA,2269,2276,eritema,444827008
es-S0365-66912002001100008-1,SINTOMA,1856,1863,estable,359746009
es-S0365-66912006001200010-1,SINTOMA,2057,2064,estable,359746009
es-S0365-66912012000200005-1,SINTOMA,1812,1819,estable,359746009
es-S0212-16112013000300055-1,SINTOMA,2255,2262,estable,359746009
es-S0210-48062006000300014-1,SINTOMA,4692,4713,estómago de retención,307227006
es-S0210-48062004000700006-1,SINTOMA,255,268,estreñimiento,14760008
es-S0212-71992007000100007-1,SINTOMA,166,179,estreñimiento,14760008
es-S1130-01082008000800019-1,SINTOMA,295,308,estreñimiento,14760008
es-S1130-01082008001200016-1,SINTOMA,29,42,estreñimiento,14760008
es-S0210-48062004000700006-1,SINTOMA,1194,1207,estreñimiento,14760008
es-S0211-57352007000200017-1,SINTOMA,3908,3916,eutímica,82248001
es-S0210-48062003000900013-1,SINTOMA,2530,2554,excelente estado general,135816001
es-S0212-16112005000400011-1,SINTOMA,2609,2615,exitus,419099009
es-S0210-48062010000100019-1,SINTOMA,694,700,exitus,419099009
es-S0210-56912007000200007-3,SINTOMA,1646,1652,éxitus,419099009
es-S0365-66912006001200010-1,SINTOMA,760,770,exoftalmos,18265008
es-S0365-66912006001200010-1,SINTOMA,1435,1445,exoftalmos,18265008
es-S0365-66912006001200010-1,SINTOMA,186,196,exoftalmos,18265008
es-S0210-56912009000900008-1,SINTOMA,448,461,expectoración,289119003
es-S0212-71992005001000009-1,SINTOMA,315,338,expectoración purulenta,8955008
es-S0365-66912006000600010-1,SINTOMA,1020,1054,exploración neurológica fue normal,163586006
es-S0212-71992005000200008-1,SINTOMA,981,1015,exploración neurológica fue normal,163586006
es-S0376-78922011000500005-1,SINTOMA,1766,1773,exudado,75823008
es-S0365-66912008000700011-1,SINTOMA,1196,1203,fallece,419099009
es-S0376-78922007000400008-1,SINTOMA,2988,2995,fallece,419099009
es-S0378-48352006000400005-1,SINTOMA,7399,7406,fallece,419099009
es-S0212-71992007000200007-1,SINTOMA,2274,2281,fallece,419099009
es-S1130-01082007000300014-1,SINTOMA,1535,1542,fallece,419099009
es-S0211-69952013000500019-1,SINTOMA,2149,2158,fallecido,419099009
es-S0378-48352005000700007-2,SINTOMA,61,70,fallecido,419099009
es-S0211-69952013000200025-1,SINTOMA,321,330,fallecido,419099009
es-S0210-48062004000300006-1,SINTOMA,2568,2579,falleciendo,419099009
es-S0210-48062006000300014-1,SINTOMA,5298,5309,falleciendo,419099009
es-S0211-69952011000500011-1,SINTOMA,1462,1473,falleciendo,419099009
es-S1130-01082008000500017-2,SINTOMA,1236,1247,falleciendo,419099009
es-S1130-01082009000200011-1,SINTOMA,2155,2166,falleciendo,419099009
es-S1130-01082009000400009-1,SINTOMA,2817,2828,falleciendo,419099009
es-S0004-06142009000100014-1,SINTOMA,3471,3482,falleciendo,419099009
es-S0212-71992005001000009-1,SINTOMA,1809,1820,falleciendo,419099009
es-S0365-66912012000700003-1,SINTOMA,2121,2134,fallecimiento,419099009
es-S0212-71992005001000009-1,SINTOMA,1866,1879,fallecimiento,419099009
es-S0210-48062009000200017-1,SINTOMA,2407,2415,falleció,419099009
es-S0210-48062009000900019-1,SINTOMA,3250,3258,falleció,419099009
es-S0210-48062010000100019-4,SINTOMA,604,612,falleció,419099009
es-S0211-69952014000200018-1,SINTOMA,2248,2256,falleció,419099009
es-S0365-66912005001200008-1,SINTOMA,1802,1810,falleció,419099009
es-S0004-06142007000700014-1,SINTOMA,1209,1217,falleció,419099009
es-S0211-69952017000200225-1,SINTOMA,467,473,fatiga,84229001
es-S0212-71992007000100007-1,SINTOMA,182,191,febrícula,64882008
es-S0212-71992007000100007-1,SINTOMA,515,524,febrícula,64882008
es-S0376-78922007000400008-1,SINTOMA,236,245,febrícula,64882008
es-S0210-48062010000100019-4,SINTOMA,491,500,febrícula,64882008
es-S1130-01082007000400015-1,SINTOMA,592,602,febricular,64882008
es-S1130-01082009000400009-1,SINTOMA,559,565,febril,64882008
es-S0212-71992004001200007-1,SINTOMA,406,412,febril,64882008
es-S0212-16112013000300055-1,SINTOMA,1882,1892,ferropenia,35240004
es-S0210-48062007000400012-1,SINTOMA,2959,2965,fiebre,64882008
es-S0210-48062007000700015-1,SINTOMA,484,490,fiebre,64882008
es-S0210-56912007000700008-1,SINTOMA,281,287,fiebre,64882008
es-S0210-56912009000900008-1,SINTOMA,414,420,fiebre,64882008
es-S0211-69952014000200012-2,SINTOMA,862,868,fiebre,64882008
es-S0212-16112005000400011-1,SINTOMA,1913,1919,fiebre,64882008
es-S0212-71992004001200007-1,SINTOMA,209,215,fiebre,64882008
es-S0212-71992005001000009-1,SINTOMA,444,450,fiebre,64882008
es-S0212-71992005001000009-1,SINTOMA,1735,1741,fiebre,64882008
es-S0212-71992006000200005-1,SINTOMA,135,141,fiebre,64882008
es-S0212-71992007000200007-1,SINTOMA,73,79,fiebre,64882008
es-S0212-71992007000200007-1,SINTOMA,647,653,fiebre,64882008
es-S0212-71992007000200007-1,SINTOMA,1321,1327,fiebre,64882008
es-S0376-78922007000400008-1,SINTOMA,1589,1595,fiebre,64882008
es-S1130-01082007000400015-1,SINTOMA,98,104,fiebre,64882008
es-S1130-01082009000400009-1,SINTOMA,2743,2749,fiebre,64882008
es-S1130-01082009000400009-1,SINTOMA,154,160,fiebre,64882008
es-S0004-06142009000900012-1,SINTOMA,199,205,fiebre,64882008
es-S0365-66912007000900009-1,SINTOMA,1256,1267,fiebre alta,64882008
es-S0210-56912007000200007-3,SINTOMA,51,65,fiebre elevada,64882008
es-S0210-48062007000500015-1,SINTOMA,82,96,fiebre elevada,64882008
es-S0365-66912006000300011-1,SINTOMA,538,561,fondo de ojo fue normal,164734008
es-S0365-66912005001200008-1,SINTOMA,566,589,fondo de ojo fue normal,164734008
es-S0004-06142007000600016-2,SINTOMA,760,777,formación nodular,27925004
es-S0210-48062009001000019-1,SINTOMA,2136,2160,función renal conservada,81141003
es-S0210-48062004000700006-1,SINTOMA,478,502,función renal conservada,81141003
es-S0211-69952014000200012-2,SINTOMA,1461,1481,función renal normal,81141003
es-S0211-69952013000500019-1,SINTOMA,2657,2677,función renal normal,81141003
es-S1130-01082007000300006-7,SINTOMA,213,237,Hábito intestinal normal,55019002
es-S0211-69952017000200225-1,SINTOMA,302,327,haptoglobina indetectable,NO_CODE
es-S0004-06142010000500011-1,SINTOMA,1754,1763,hematuria,53298000
es-S0004-06142010000500011-1,SINTOMA,2836,2845,hematuria,53298000
es-S0210-48062003000900013-1,SINTOMA,972,981,hematuria,53298000
es-S0210-48062003001000009-1,SINTOMA,624,633,hematuria,53298000
es-S0210-48062004000300006-1,SINTOMA,306,315,hematuria,53298000
es-S0210-48062004000900010-1,SINTOMA,276,285,hematuria,53298000
es-S0210-48062005000700015-1,SINTOMA,313,322,hematuria,53298000
es-S0210-48062006000300016-1,SINTOMA,360,369,hematuria,53298000
es-S0210-48062006000300016-1,SINTOMA,178,187,hematuria,53298000
es-S0210-48062007000700016-1,SINTOMA,130,139,hematuria,53298000
es-S0210-48062009000900019-1,SINTOMA,405,414,hematuria,53298000
es-S0210-48062010000100019-1,SINTOMA,213,222,hematuria,53298000
es-S0211-69952014000200012-2,SINTOMA,871,880,hematuria,53298000
es-S0211-69952014000200016-1,SINTOMA,793,802,hematuria,53298000
es-S0004-06142008000600011-1,SINTOMA,319,328,hematuria,53298000
es-S0210-48062006000300014-1,SINTOMA,234,250,hematuria franca,197941005
es-S0210-48062006000300014-1,SINTOMA,2064,2086,hematuria macroscópica,197941005
es-S0211-69952017000200225-1,SINTOMA,1308,1322,hemoglobinuria,68600005
es-S1130-01082009000700018-1,SINTOMA,663,676,hemoperitoneo,45626005
es-S1130-01082009000200011-1,SINTOMA,360,370,hemoptisis,66857006
es-S0376-78922015000100011-1,SINTOMA,1952,1962,hemoptisis,66857006
es-S0212-71992006000900007-1,SINTOMA,982,992,hemorragia,131148009
es-S0212-71992005001000009-1,SINTOMA,692,714,hepatomegalia dolorosa,80515008
es-S0210-48062004000900010-1,SINTOMA,72,85,hiperglucemia,80394007
es-S1130-01082008000500017-2,SINTOMA,718,738,hipertransaminasemia,707724006
es-S0211-69952014000200018-1,SINTOMA,909,921,hipocalcemia,5291005
es-S0365-66912006001200008-1,SINTOMA,2727,2741,hipomagnesemia,82020005
es-S0211-69952014000200018-1,SINTOMA,879,891,hiponatremia,89627008
es-S0211-69952014000200018-1,SINTOMA,893,906,hipopotasemia,43339004
es-S1130-01082009000400011-1,SINTOMA,149,158,hiporexia,79890006
es-S0211-69952013000200025-1,SINTOMA,517,526,hipotensa,45007003
es-S1130-01082007000100014-1,SINTOMA,578,587,hipotensa,45007003
es-S0004-06142010000500011-1,SINTOMA,340,349,hipotensa,45007003
es-S0210-48062010000100019-4,SINTOMA,478,489,hipotensión,45007003
es-S0210-56912006000100005-1,SINTOMA,2084,2095,hipotensión,45007003
es-S0210-56912006000600007-1,SINTOMA,1918,1929,hipotensión,45007003
es-S0210-56912007000200007-3,SINTOMA,305,316,hipotensión,45007003
es-S0212-71992005001000009-1,SINTOMA,1713,1724,hipotensión,45007003
es-S0210-48062005000600012-1,SINTOMA,356,367,hipotensión,45007003
es-S1130-01082009000400009-1,SINTOMA,575,584,hipotenso,45007003
